"TIME","GEO","WORKTIME","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2000","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.2",""
"2000","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.9",""
"2000","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.2",""
"2000","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.9",""
"2000","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.5",""
"2000","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.3",""
"2000","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.7",""
"2000","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.6",""
"2000","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.0",""
"2000","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.7",""
"2000","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.6","b"
"2000","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.4","b"
"2000","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.2",""
"2000","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.5",""
"2000","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.3",""
"2000","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.1",""
"2000","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.8",""
"2000","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.7",""
"2000","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3",""
"2000","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.3",""
"2000","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.6","e"
"2000","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.4","e"
"2000","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.9","e"
"2000","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.8","e"
"2000","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.0",""
"2000","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.0",""
"2000","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.5","e"
"2000","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.6","e"
"2000","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","41.2",""
"2000","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","38.2",""
"2000","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.3","b"
"2000","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.7","b"
"2000","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.1",""
"2000","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.1",""
"2000","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","14.0",""
"2000","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","13.3",""
"2000","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.6",""
"2000","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.1",""
"2000","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","1.8",""
"2000","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","1.9",""
"2000","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.9","b"
"2000","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.4","b"
"2000","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.3",""
"2000","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.6",""
"2000","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.3",""
"2000","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.3",""
"2000","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2000","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2000","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.4",""
"2001","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.7",""
"2001","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.3",""
"2001","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.0",""
"2001","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.4",""
"2001","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.1",""
"2001","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.4",""
"2001","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.1",""
"2001","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.4","b"
"2001","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.2","b"
"2001","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.8","b"
"2001","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.7","b"
"2001","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.3",""
"2001","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.2",""
"2001","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.6",""
"2001","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.9",""
"2001","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.8",""
"2001","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.5",""
"2001","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.2",""
"2001","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.7",""
"2001","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.8","b"
"2001","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.7","b"
"2001","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.9","b"
"2001","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.7","b"
"2001","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3",""
"2001","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.3",""
"2001","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.8","e"
"2001","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.5","e"
"2001","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.7","e"
"2001","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.6","e"
"2001","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.1","b"
"2001","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.1","b"
"2001","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.0","e"
"2001","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.1","e"
"2001","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","41.9",""
"2001","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","38.8",""
"2001","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.2","b"
"2001","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.5","b"
"2001","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.0",""
"2001","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.0",""
"2001","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","14.1",""
"2001","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","13.5",""
"2001","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.4",""
"2001","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.8",""
"2001","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.2","b"
"2001","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.2","b"
"2001","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","11.8",""
"2001","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.3",""
"2001","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.7","b"
"2001","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.2","b"
"2001","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.2",""
"2001","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.5",""
"2001","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.4",""
"2001","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.3",""
"2001","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2001","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2001","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.7",""
"2002","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.0",""
"2002","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.6",""
"2002","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.3",""
"2002","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.7",""
"2002","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.4",""
"2002","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.7",""
"2002","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.4",""
"2002","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.0",""
"2002","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.8",""
"2002","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.2",""
"2002","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.1",""
"2002","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.3",""
"2002","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.3",""
"2002","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.4",""
"2002","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.1",""
"2002","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.2",""
"2002","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.1",""
"2002","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.3",""
"2002","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","14.8",""
"2002","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.2",""
"2002","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.0",""
"2002","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.9",""
"2002","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.7",""
"2002","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.5",""
"2002","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.4",""
"2002","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.2","b"
"2002","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.8","b"
"2002","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.6","b"
"2002","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.5","b"
"2002","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.1",""
"2002","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.1",""
"2002","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.9",""
"2002","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.9",""
"2002","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","43.6",""
"2002","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","40.5",""
"2002","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.2","e"
"2002","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.0","e"
"2002","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.6",""
"2002","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.0",""
"2002","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.3","b"
"2002","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.3","b"
"2002","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.1","b"
"2002","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.7","b"
"2002","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.4",""
"2002","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.8",""
"2002","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","1.8",""
"2002","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","1.8",""
"2002","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.4",""
"2002","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","10.9",""
"2002","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.0",""
"2002","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.4",""
"2002","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.4",""
"2002","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.7",""
"2002","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","25.6",""
"2002","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","23.5",""
"2002","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2002","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2002","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2003","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","15.9",""
"2003","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.3",""
"2003","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.0",""
"2003","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.4",""
"2003","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.1",""
"2003","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.4",""
"2003","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.0",""
"2003","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.7",""
"2003","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.1",""
"2003","Euro area (18 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.8",""
"2003","Euro area (17 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.1",""
"2003","Euro area (17 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.8",""
"2003","Belgium","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.3",""
"2003","Belgium","Part-time","From 20 to 64 years","Percentage of total employment","Total","20.1",""
"2003","Bulgaria","Part-time","From 15 to 64 years","Percentage of total employment","Total","1.9",""
"2003","Bulgaria","Part-time","From 20 to 64 years","Percentage of total employment","Total","1.8",""
"2003","Czech Republic","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.5",""
"2003","Czech Republic","Part-time","From 20 to 64 years","Percentage of total employment","Total","4.4",""
"2003","Denmark","Part-time","From 15 to 64 years","Percentage of total employment","Total","20.7",""
"2003","Denmark","Part-time","From 20 to 64 years","Percentage of total employment","Total","17.5",""
"2003","Germany (until 1990 former territory of the FRG)","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.3","e"
"2003","Germany (until 1990 former territory of the FRG)","Part-time","From 20 to 64 years","Percentage of total employment","Total","21.6","e"
"2003","Estonia","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.4",""
"2003","Estonia","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.3",""
"2003","Ireland","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.5",""
"2003","Ireland","Part-time","From 20 to 64 years","Percentage of total employment","Total","15.1",""
"2003","Greece","Part-time","From 15 to 64 years","Percentage of total employment","Total","4.1",""
"2003","Greece","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.9",""
"2003","Spain","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.1",""
"2003","Spain","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.9",""
"2003","France","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2003","France","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2003","France (metropolitan)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.7","b"
"2003","France (metropolitan)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.5","b"
"2003","Croatia","Part-time","From 15 to 64 years","Percentage of total employment","Total","6.9","e"
"2003","Croatia","Part-time","From 20 to 64 years","Percentage of total employment","Total","6.7","e"
"2003","Italy","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.4",""
"2003","Italy","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.4",""
"2003","Cyprus","Part-time","From 15 to 64 years","Percentage of total employment","Total","7.6","e"
"2003","Cyprus","Part-time","From 20 to 64 years","Percentage of total employment","Total","7.5","e"
"2003","Latvia","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.6",""
"2003","Latvia","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.4",""
"2003","Lithuania","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.2",""
"2003","Lithuania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.1",""
"2003","Luxembourg","Part-time","From 15 to 64 years","Percentage of total employment","Total","13.4","b"
"2003","Luxembourg","Part-time","From 20 to 64 years","Percentage of total employment","Total","13.4","b"
"2003","Hungary","Part-time","From 15 to 64 years","Percentage of total employment","Total","3.7",""
"2003","Hungary","Part-time","From 20 to 64 years","Percentage of total employment","Total","3.7",""
"2003","Malta","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.8",""
"2003","Malta","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.1",""
"2003","Netherlands","Part-time","From 15 to 64 years","Percentage of total employment","Total","44.6",""
"2003","Netherlands","Part-time","From 20 to 64 years","Percentage of total employment","Total","41.5",""
"2003","Austria","Part-time","From 15 to 64 years","Percentage of total employment","Total","18.4",""
"2003","Austria","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.0",""
"2003","Poland","Part-time","From 15 to 64 years","Percentage of total employment","Total","9.4","b"
"2003","Poland","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.8","b"
"2003","Portugal","Part-time","From 15 to 64 years","Percentage of total employment","Total","8.8",""
"2003","Portugal","Part-time","From 20 to 64 years","Percentage of total employment","Total","8.7",""
"2003","Romania","Part-time","From 15 to 64 years","Percentage of total employment","Total","10.2","b"
"2003","Romania","Part-time","From 20 to 64 years","Percentage of total employment","Total","9.8","b"
"2003","Slovenia","Part-time","From 15 to 64 years","Percentage of total employment","Total","5.5",""
"2003","Slovenia","Part-time","From 20 to 64 years","Percentage of total employment","Total","5.1",""
"2003","Slovakia","Part-time","From 15 to 64 years","Percentage of total employment","Total","2.2","b"
"2003","Slovakia","Part-time","From 20 to 64 years","Percentage of total employment","Total","2.2","b"
"2003","Finland","Part-time","From 15 to 64 years","Percentage of total employment","Total","12.6",""
"2003","Finland","Part-time","From 20 to 64 years","Percentage of total employment","Total","11.3",""
"2003","Sweden","Part-time","From 15 to 64 years","Percentage of total employment","Total","22.0",""
"2003","Sweden","Part-time","From 20 to 64 years","Percentage of total employment","Total","20.5",""
"2003","United Kingdom","Part-time","From 15 to 64 years","Percentage of total employment","Total","24.7",""
"2003","United Kingdom","Part-time","From 20 to 64 years","Percentage of total employment","Total","22.9",""
"2003","Iceland","Part-time","From 15 to 64 years","Percentage of total employment","Total","21.7","b"
"2003","Iceland","Part-time","From 20 to 64 years","Percentage of total employment","Total","19.6","b"
"2003","Norway","Part-time","From 15 to 64 years","Percentage of total employment","Total","28.1",""
"2003","Norway","Part-time","From 20 to 64 years","Percentage of total employment","Total","26.0",""
"2003","Switzerland","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2003","Switzerland","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2003","Turkey","Part-time","From 15 to 64 years","Percentage of total employment","Total",":",""
"2003","Turkey","Part-time","From 20 to 64 years","Percentage of total employment","Total",":",""
"2004","European Union (28 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.7",""
"2004","European Union (28 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.0",""
"2004","European Union (27 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","16.7",""
"2004","European Union (27 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.1",""
"2004","European Union (15 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","19.0",""
"2004","European Union (15 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","18.3",""
"2004","Euro area (19 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.0",""
"2004","Euro area (19 countries)","Part-time","From 20 to 64 years","Percentage of total employment","Total","16.7",""
"2004","Euro area (18 countries)","Part-time","From 15 to 64 years","Percentage of total employment","Total","17.1",""
